"ClassName","PropertyName","PropertyValue","PropertyCimType","PropertyFlags","PropertyQualifiers","PropertyReferenceClassName"
"BDD_ConfigureDNS","Condition",,"Instance","Property, NullValue","Microsoft.Management.Infrastructure.Internal.Data.CimPropertyQualifierCollection","SMS_TaskSequence_Condition"
"BDD_ConfigureDNS","ContinueOnError",,"Boolean","Property, NullValue","Microsoft.Management.Infrastructure.Internal.Data.CimPropertyQualifierCollection",
"BDD_ConfigureDNS","Description",,"String","Property, NullValue","Microsoft.Management.Infrastructure.Internal.Data.CimPropertyQualifierCollection",
"BDD_ConfigureDNS","Enabled",,"Boolean","Property, NullValue","Microsoft.Management.Infrastructure.Internal.Data.CimPropertyQualifierCollection",
"BDD_ConfigureDNS","Name",,"String","Property, NullValue","Microsoft.Management.Infrastructure.Internal.Data.CimPropertyQualifierCollection",
"BDD_ConfigureDNS","SupportedEnvironment","WinPEandFullOS","String","Property","Microsoft.Management.Infrastructure.Internal.Data.CimPropertyQualifierCollection",
"BDD_ConfigureDNS","Timeout",,"UInt32","Property, NullValue","Microsoft.Management.Infrastructure.Internal.Data.CimPropertyQualifierCollection",
"BDD_ConfigureDNS","DNSServerOptionBINDSecondaries","False","Boolean","Property","Microsoft.Management.Infrastructure.Internal.Data.CimPropertyQualifierCollection",
"BDD_ConfigureDNS","DNSServerOptionDisableRecursion","False","Boolean","Property","Microsoft.Management.Infrastructure.Internal.Data.CimPropertyQualifierCollection",
"BDD_ConfigureDNS","DNSServerOptionEnableNetmaskOrdering","True","Boolean","Property","Microsoft.Management.Infrastructure.Internal.Data.CimPropertyQualifierCollection",
"BDD_ConfigureDNS","DNSServerOptionEnableRoundRobin","True","Boolean","Property","Microsoft.Management.Infrastructure.Internal.Data.CimPropertyQualifierCollection",
"BDD_ConfigureDNS","DNSServerOptionEnableSecureCache","True","Boolean","Property","Microsoft.Management.Infrastructure.Internal.Data.CimPropertyQualifierCollection",
"BDD_ConfigureDNS","DNSServerOptionFailOnLoad","False","Boolean","Property","Microsoft.Management.Infrastructure.Internal.Data.CimPropertyQualifierCollection",
"BDD_ConfigureDNS","DNSServerOptionNameCheckFlag","3","SInt32","Property","Microsoft.Management.Infrastructure.Internal.Data.CimPropertyQualifierCollection",
"BDD_ConfigureDNS","DNSZones",,"InstanceArray","Property, NullValue","Microsoft.Management.Infrastructure.Internal.Data.CimPropertyQualifierCollection","BDD_DNSZones"
"BDD_UninstallRoles","Condition",,"Instance","Property, NullValue","Microsoft.Management.Infrastructure.Internal.Data.CimPropertyQualifierCollection","SMS_TaskSequence_Condition"
"BDD_UninstallRoles","ContinueOnError",,"Boolean","Property, NullValue","Microsoft.Management.Infrastructure.Internal.Data.CimPropertyQualifierCollection",
"BDD_UninstallRoles","Description",,"String","Property, NullValue","Microsoft.Management.Infrastructure.Internal.Data.CimPropertyQualifierCollection",
"BDD_UninstallRoles","Enabled",,"Boolean","Property, NullValue","Microsoft.Management.Infrastructure.Internal.Data.CimPropertyQualifierCollection",
"BDD_UninstallRoles","Name",,"String","Property, NullValue","Microsoft.Management.Infrastructure.Internal.Data.CimPropertyQualifierCollection",
"BDD_UninstallRoles","SupportedEnvironment","WinPEandFullOS","String","Property","Microsoft.Management.Infrastructure.Internal.Data.CimPropertyQualifierCollection",
"BDD_UninstallRoles","Timeout",,"UInt32","Property, NullValue","Microsoft.Management.Infrastructure.Internal.Data.CimPropertyQualifierCollection",
"BDD_UninstallRoles","CompletelyRemove","False","Boolean","Property","Microsoft.Management.Infrastructure.Internal.Data.CimPropertyQualifierCollection",
"BDD_UninstallRoles","OSRoleIndex",,"UInt32","Property, NullValue","Microsoft.Management.Infrastructure.Internal.Data.CimPropertyQualifierCollection",
"BDD_UninstallRoles","UninstallOSFeatures",,"StringArray","Property, NullValue","Microsoft.Management.Infrastructure.Internal.Data.CimPropertyQualifierCollection",
"BDD_UninstallRoles","UninstallOSRoles",,"StringArray","Property, NullValue","Microsoft.Management.Infrastructure.Internal.Data.CimPropertyQualifierCollection",
"BDD_UninstallRoles","UninstallOSRoleServices",,"StringArray","Property, NullValue","Microsoft.Management.Infrastructure.Internal.Data.CimPropertyQualifierCollection",
"BDD_Validate","Condition",,"Instance","Property, NullValue","Microsoft.Management.Infrastructure.Internal.Data.CimPropertyQualifierCollection","SMS_TaskSequence_Condition"
"BDD_Validate","ContinueOnError",,"Boolean","Property, NullValue","Microsoft.Management.Infrastructure.Internal.Data.CimPropertyQualifierCollection",
"BDD_Validate","Description",,"String","Property, NullValue","Microsoft.Management.Infrastructure.Internal.Data.CimPropertyQualifierCollection",
"BDD_Validate","Enabled",,"Boolean","Property, NullValue","Microsoft.Management.Infrastructure.Internal.Data.CimPropertyQualifierCollection",
"BDD_Validate","Name",,"String","Property, NullValue","Microsoft.Management.Infrastructure.Internal.Data.CimPropertyQualifierCollection",
"BDD_Validate","SupportedEnvironment","WinPEandFullOS","String","Property","Microsoft.Management.Infrastructure.Internal.Data.CimPropertyQualifierCollection",
"BDD_Validate","Timeout",,"UInt32","Property, NullValue","Microsoft.Management.Infrastructure.Internal.Data.CimPropertyQualifierCollection",
"BDD_Validate","ImageMemory","512","UInt32","Property","Microsoft.Management.Infrastructure.Internal.Data.CimPropertyQualifierCollection",
"BDD_Validate","ImageProcessorSpeed","800","UInt32","Property","Microsoft.Management.Infrastructure.Internal.Data.CimPropertyQualifierCollection",
"BDD_Validate","ImageSize",,"UInt32","Property, NullValue","Microsoft.Management.Infrastructure.Internal.Data.CimPropertyQualifierCollection",
"BDD_Validate","VerifyOS","CLIENT","String","Property","Microsoft.Management.Infrastructure.Internal.Data.CimPropertyQualifierCollection",
"BDD_ConfigureDHCP","Condition",,"Instance","Property, NullValue","Microsoft.Management.Infrastructure.Internal.Data.CimPropertyQualifierCollection","SMS_TaskSequence_Condition"
"BDD_ConfigureDHCP","ContinueOnError",,"Boolean","Property, NullValue","Microsoft.Management.Infrastructure.Internal.Data.CimPropertyQualifierCollection",
"BDD_ConfigureDHCP","Description",,"String","Property, NullValue","Microsoft.Management.Infrastructure.Internal.Data.CimPropertyQualifierCollection",
"BDD_ConfigureDHCP","Enabled",,"Boolean","Property, NullValue","Microsoft.Management.Infrastructure.Internal.Data.CimPropertyQualifierCollection",
"BDD_ConfigureDHCP","Name",,"String","Property, NullValue","Microsoft.Management.Infrastructure.Internal.Data.CimPropertyQualifierCollection",
"BDD_ConfigureDHCP","SupportedEnvironment","WinPEandFullOS","String","Property","Microsoft.Management.Infrastructure.Internal.Data.CimPropertyQualifierCollection",
"BDD_ConfigureDHCP","Timeout",,"UInt32","Property, NullValue","Microsoft.Management.Infrastructure.Internal.Data.CimPropertyQualifierCollection",
"BDD_ConfigureDHCP","DHCPScopes",,"InstanceArray","Property, NullValue","Microsoft.Management.Infrastructure.Internal.Data.CimPropertyQualifierCollection","BDD_DHCPScopes"
"BDD_ConfigureDHCP","DHCPServerOptionDNSDomainName",,"String","Property, NullValue","Microsoft.Management.Infrastructure.Internal.Data.CimPropertyQualifierCollection",
"BDD_ConfigureDHCP","DHCPServerOptionDNSServer",,"String","Property, NullValue","Microsoft.Management.Infrastructure.Internal.Data.CimPropertyQualifierCollection",
"BDD_ConfigureDHCP","DHCPServerOptionNBTNodeType",,"String","Property, NullValue","Microsoft.Management.Infrastructure.Internal.Data.CimPropertyQualifierCollection",
"BDD_ConfigureDHCP","DHCPServerOptionPXEClient",,"String","Property, NullValue","Microsoft.Management.Infrastructure.Internal.Data.CimPropertyQualifierCollection",
"BDD_ConfigureDHCP","DHCPServerOptionRouter",,"String","Property, NullValue","Microsoft.Management.Infrastructure.Internal.Data.CimPropertyQualifierCollection",
"BDD_ConfigureDHCP","DHCPServerOptionWINSServer",,"String","Property, NullValue","Microsoft.Management.Infrastructure.Internal.Data.CimPropertyQualifierCollection",
"BDD_InstallLanguagePacksOffline","Condition",,"Instance","Property, NullValue","Microsoft.Management.Infrastructure.Internal.Data.CimPropertyQualifierCollection","SMS_TaskSequence_Condition"
"BDD_InstallLanguagePacksOffline","ContinueOnError",,"Boolean","Property, NullValue","Microsoft.Management.Infrastructure.Internal.Data.CimPropertyQualifierCollection",
"BDD_InstallLanguagePacksOffline","Description",,"String","Property, NullValue","Microsoft.Management.Infrastructure.Internal.Data.CimPropertyQualifierCollection",
"BDD_InstallLanguagePacksOffline","Enabled",,"Boolean","Property, NullValue","Microsoft.Management.Infrastructure.Internal.Data.CimPropertyQualifierCollection",
"BDD_InstallLanguagePacksOffline","Name",,"String","Property, NullValue","Microsoft.Management.Infrastructure.Internal.Data.CimPropertyQualifierCollection",
"BDD_InstallLanguagePacksOffline","SupportedEnvironment","WinPE","String","Property","Microsoft.Management.Infrastructure.Internal.Data.CimPropertyQualifierCollection",
"BDD_InstallLanguagePacksOffline","Timeout",,"UInt32","Property, NullValue","Microsoft.Management.Infrastructure.Internal.Data.CimPropertyQualifierCollection",
"BDD_InstallLanguagePacksOffline","PackageID",,"String","Property, NullValue","Microsoft.Management.Infrastructure.Internal.Data.CimPropertyQualifierCollection",
"BDD_Gather","Condition",,"Instance","Property, NullValue","Microsoft.Management.Infrastructure.Internal.Data.CimPropertyQualifierCollection","SMS_TaskSequence_Condition"
"BDD_Gather","ContinueOnError",,"Boolean","Property, NullValue","Microsoft.Management.Infrastructure.Internal.Data.CimPropertyQualifierCollection",
"BDD_Gather","Description",,"String","Property, NullValue","Microsoft.Management.Infrastructure.Internal.Data.CimPropertyQualifierCollection",
"BDD_Gather","Enabled",,"Boolean","Property, NullValue","Microsoft.Management.Infrastructure.Internal.Data.CimPropertyQualifierCollection",
"BDD_Gather","Name",,"String","Property, NullValue","Microsoft.Management.Infrastructure.Internal.Data.CimPropertyQualifierCollection",
"BDD_Gather","SupportedEnvironment","WinPEandFullOS","String","Property","Microsoft.Management.Infrastructure.Internal.Data.CimPropertyQualifierCollection",
"BDD_Gather","Timeout",,"UInt32","Property, NullValue","Microsoft.Management.Infrastructure.Internal.Data.CimPropertyQualifierCollection",
"BDD_Gather","GatherLocalOnly","False","Boolean","Property","Microsoft.Management.Infrastructure.Internal.Data.CimPropertyQualifierCollection",
"BDD_Gather","PackageID",,"String","Property, NullValue","Microsoft.Management.Infrastructure.Internal.Data.CimPropertyQualifierCollection",
"BDD_Gather","RulesFile",,"String","Property, NullValue","Microsoft.Management.Infrastructure.Internal.Data.CimPropertyQualifierCollection",
"BDD_InstallUpdatesOffline","Condition",,"Instance","Property, NullValue","Microsoft.Management.Infrastructure.Internal.Data.CimPropertyQualifierCollection","SMS_TaskSequence_Condition"
"BDD_InstallUpdatesOffline","ContinueOnError",,"Boolean","Property, NullValue","Microsoft.Management.Infrastructure.Internal.Data.CimPropertyQualifierCollection",
"BDD_InstallUpdatesOffline","Description",,"String","Property, NullValue","Microsoft.Management.Infrastructure.Internal.Data.CimPropertyQualifierCollection",
"BDD_InstallUpdatesOffline","Enabled",,"Boolean","Property, NullValue","Microsoft.Management.Infrastructure.Internal.Data.CimPropertyQualifierCollection",
"BDD_InstallUpdatesOffline","Name",,"String","Property, NullValue","Microsoft.Management.Infrastructure.Internal.Data.CimPropertyQualifierCollection",
"BDD_InstallUpdatesOffline","SupportedEnvironment","WinPEandFullOS","String","Property","Microsoft.Management.Infrastructure.Internal.Data.CimPropertyQualifierCollection",
"BDD_InstallUpdatesOffline","Timeout",,"UInt32","Property, NullValue","Microsoft.Management.Infrastructure.Internal.Data.CimPropertyQualifierCollection",
"BDD_InstallUpdatesOffline","PackageID",,"String","Property, NullValue","Microsoft.Management.Infrastructure.Internal.Data.CimPropertyQualifierCollection",
"BDD_ExecuteRunbook","Condition",,"Instance","Property, NullValue","Microsoft.Management.Infrastructure.Internal.Data.CimPropertyQualifierCollection","SMS_TaskSequence_Condition"
"BDD_ExecuteRunbook","ContinueOnError",,"Boolean","Property, NullValue","Microsoft.Management.Infrastructure.Internal.Data.CimPropertyQualifierCollection",
"BDD_ExecuteRunbook","Description",,"String","Property, NullValue","Microsoft.Management.Infrastructure.Internal.Data.CimPropertyQualifierCollection",
"BDD_ExecuteRunbook","Enabled",,"Boolean","Property, NullValue","Microsoft.Management.Infrastructure.Internal.Data.CimPropertyQualifierCollection",
"BDD_ExecuteRunbook","Name",,"String","Property, NullValue","Microsoft.Management.Infrastructure.Internal.Data.CimPropertyQualifierCollection",
"BDD_ExecuteRunbook","SupportedEnvironment","WinPEandFullOS","String","Property","Microsoft.Management.Infrastructure.Internal.Data.CimPropertyQualifierCollection",
"BDD_ExecuteRunbook","Timeout",,"UInt32","Property, NullValue","Microsoft.Management.Infrastructure.Internal.Data.CimPropertyQualifierCollection",
"BDD_ExecuteRunbook","OrchestratorServer",,"String","Property, NullValue","Microsoft.Management.Infrastructure.Internal.Data.CimPropertyQualifierCollection",
"BDD_ExecuteRunbook","RunbookID",,"String","Property, NullValue","Microsoft.Management.Infrastructure.Internal.Data.CimPropertyQualifierCollection",
"BDD_ExecuteRunbook","RunbookName",,"String","Property, NullValue","Microsoft.Management.Infrastructure.Internal.Data.CimPropertyQualifierCollection",
"BDD_ExecuteRunbook","RunbookParameterMode",,"String","Property, NullValue","Microsoft.Management.Infrastructure.Internal.Data.CimPropertyQualifierCollection",
"BDD_ExecuteRunbook","RunbookParameters",,"InstanceArray","Property, NullValue","Microsoft.Management.Infrastructure.Internal.Data.CimPropertyQualifierCollection","BDD_RunbookParameters"
"BDD_ExecuteRunbook","RunbookServer",,"String","Property, NullValue","Microsoft.Management.Infrastructure.Internal.Data.CimPropertyQualifierCollection",
"BDD_ExecuteRunbook","WaitUntilComplete","True","Boolean","Property","Microsoft.Management.Infrastructure.Internal.Data.CimPropertyQualifierCollection",
"BDD_InstallRoles","Condition",,"Instance","Property, NullValue","Microsoft.Management.Infrastructure.Internal.Data.CimPropertyQualifierCollection","SMS_TaskSequence_Condition"
"BDD_InstallRoles","ContinueOnError",,"Boolean","Property, NullValue","Microsoft.Management.Infrastructure.Internal.Data.CimPropertyQualifierCollection",
"BDD_InstallRoles","Description",,"String","Property, NullValue","Microsoft.Management.Infrastructure.Internal.Data.CimPropertyQualifierCollection",
"BDD_InstallRoles","Enabled",,"Boolean","Property, NullValue","Microsoft.Management.Infrastructure.Internal.Data.CimPropertyQualifierCollection",
"BDD_InstallRoles","Name",,"String","Property, NullValue","Microsoft.Management.Infrastructure.Internal.Data.CimPropertyQualifierCollection",
"BDD_InstallRoles","SupportedEnvironment","WinPEandFullOS","String","Property","Microsoft.Management.Infrastructure.Internal.Data.CimPropertyQualifierCollection",
"BDD_InstallRoles","Timeout",,"UInt32","Property, NullValue","Microsoft.Management.Infrastructure.Internal.Data.CimPropertyQualifierCollection",
"BDD_InstallRoles","OSFeatures",,"StringArray","Property, NullValue","Microsoft.Management.Infrastructure.Internal.Data.CimPropertyQualifierCollection",
"BDD_InstallRoles","OSRoleIndex",,"UInt32","Property, NullValue","Microsoft.Management.Infrastructure.Internal.Data.CimPropertyQualifierCollection",
"BDD_InstallRoles","OSRoles",,"StringArray","Property, NullValue","Microsoft.Management.Infrastructure.Internal.Data.CimPropertyQualifierCollection",
"BDD_InstallRoles","OSRoleServices",,"StringArray","Property, NullValue","Microsoft.Management.Infrastructure.Internal.Data.CimPropertyQualifierCollection",
"BDD_InstallLanguagePacksOnline","Condition",,"Instance","Property, NullValue","Microsoft.Management.Infrastructure.Internal.Data.CimPropertyQualifierCollection","SMS_TaskSequence_Condition"
"BDD_InstallLanguagePacksOnline","ContinueOnError",,"Boolean","Property, NullValue","Microsoft.Management.Infrastructure.Internal.Data.CimPropertyQualifierCollection",
"BDD_InstallLanguagePacksOnline","Description",,"String","Property, NullValue","Microsoft.Management.Infrastructure.Internal.Data.CimPropertyQualifierCollection",
"BDD_InstallLanguagePacksOnline","Enabled",,"Boolean","Property, NullValue","Microsoft.Management.Infrastructure.Internal.Data.CimPropertyQualifierCollection",
"BDD_InstallLanguagePacksOnline","Name",,"String","Property, NullValue","Microsoft.Management.Infrastructure.Internal.Data.CimPropertyQualifierCollection",
"BDD_InstallLanguagePacksOnline","SupportedEnvironment","FullOS","String","Property","Microsoft.Management.Infrastructure.Internal.Data.CimPropertyQualifierCollection",
"BDD_InstallLanguagePacksOnline","Timeout",,"UInt32","Property, NullValue","Microsoft.Management.Infrastructure.Internal.Data.CimPropertyQualifierCollection",
"BDD_InstallLanguagePacksOnline","PackageID",,"String","Property, NullValue","Microsoft.Management.Infrastructure.Internal.Data.CimPropertyQualifierCollection",
"BDD_RunPowerShellAction","Condition",,"Instance","Property, NullValue","Microsoft.Management.Infrastructure.Internal.Data.CimPropertyQualifierCollection","SMS_TaskSequence_Condition"
"BDD_RunPowerShellAction","ContinueOnError",,"Boolean","Property, NullValue","Microsoft.Management.Infrastructure.Internal.Data.CimPropertyQualifierCollection",
"BDD_RunPowerShellAction","Description",,"String","Property, NullValue","Microsoft.Management.Infrastructure.Internal.Data.CimPropertyQualifierCollection",
"BDD_RunPowerShellAction","Enabled",,"Boolean","Property, NullValue","Microsoft.Management.Infrastructure.Internal.Data.CimPropertyQualifierCollection",
"BDD_RunPowerShellAction","Name",,"String","Property, NullValue","Microsoft.Management.Infrastructure.Internal.Data.CimPropertyQualifierCollection",
"BDD_RunPowerShellAction","SupportedEnvironment","WinPEandFullOS","String","Property","Microsoft.Management.Infrastructure.Internal.Data.CimPropertyQualifierCollection",
"BDD_RunPowerShellAction","Timeout",,"UInt32","Property, NullValue","Microsoft.Management.Infrastructure.Internal.Data.CimPropertyQualifierCollection",
"BDD_RunPowerShellAction","PackageID",,"String","Property, NullValue","Microsoft.Management.Infrastructure.Internal.Data.CimPropertyQualifierCollection",
"BDD_RunPowerShellAction","Parameters",,"String","Property, NullValue","Microsoft.Management.Infrastructure.Internal.Data.CimPropertyQualifierCollection",
"BDD_RunPowerShellAction","ScriptName",,"String","Property, NullValue","Microsoft.Management.Infrastructure.Internal.Data.CimPropertyQualifierCollection",
"BDD_ConfigureADDS","Condition",,"Instance","Property, NullValue","Microsoft.Management.Infrastructure.Internal.Data.CimPropertyQualifierCollection","SMS_TaskSequence_Condition"
"BDD_ConfigureADDS","ContinueOnError",,"Boolean","Property, NullValue","Microsoft.Management.Infrastructure.Internal.Data.CimPropertyQualifierCollection",
"BDD_ConfigureADDS","Description",,"String","Property, NullValue","Microsoft.Management.Infrastructure.Internal.Data.CimPropertyQualifierCollection",
"BDD_ConfigureADDS","Enabled",,"Boolean","Property, NullValue","Microsoft.Management.Infrastructure.Internal.Data.CimPropertyQualifierCollection",
"BDD_ConfigureADDS","Name",,"String","Property, NullValue","Microsoft.Management.Infrastructure.Internal.Data.CimPropertyQualifierCollection",
"BDD_ConfigureADDS","SupportedEnvironment","WinPEandFullOS","String","Property","Microsoft.Management.Infrastructure.Internal.Data.CimPropertyQualifierCollection",
"BDD_ConfigureADDS","Timeout",,"UInt32","Property, NullValue","Microsoft.Management.Infrastructure.Internal.Data.CimPropertyQualifierCollection",
"BDD_ConfigureADDS","ADDSLogPath","%systemroot%\NTDS","String","Property","Microsoft.Management.Infrastructure.Internal.Data.CimPropertyQualifierCollection",
"BDD_ConfigureADDS","ADDSPassword","","String","Property","Microsoft.Management.Infrastructure.Internal.Data.CimPropertyQualifierCollection",
"BDD_ConfigureADDS","ADDSUserDomain","","String","Property","Microsoft.Management.Infrastructure.Internal.Data.CimPropertyQualifierCollection",
"BDD_ConfigureADDS","ADDSUserName","","String","Property","Microsoft.Management.Infrastructure.Internal.Data.CimPropertyQualifierCollection",
"BDD_ConfigureADDS","AutoConfigDNS","No","String","Property","Microsoft.Management.Infrastructure.Internal.Data.CimPropertyQualifierCollection",
"BDD_ConfigureADDS","ChildName","","String","Property","Microsoft.Management.Infrastructure.Internal.Data.CimPropertyQualifierCollection",
"BDD_ConfigureADDS","ConfirmGC","Yes","String","Property","Microsoft.Management.Infrastructure.Internal.Data.CimPropertyQualifierCollection",
"BDD_ConfigureADDS","CriticalReplicationOnly","No","String","Property","Microsoft.Management.Infrastructure.Internal.Data.CimPropertyQualifierCollection",
"BDD_ConfigureADDS","DatabasePath","%systemroot%\NTDS","String","Property","Microsoft.Management.Infrastructure.Internal.Data.CimPropertyQualifierCollection",
"BDD_ConfigureADDS","DomainLevel","2","String","Property","Microsoft.Management.Infrastructure.Internal.Data.CimPropertyQualifierCollection",
"BDD_ConfigureADDS","DomainNetBiosName","","String","Property","Microsoft.Management.Infrastructure.Internal.Data.CimPropertyQualifierCollection",
"BDD_ConfigureADDS","ForestLevel","2","String","Property","Microsoft.Management.Infrastructure.Internal.Data.CimPropertyQualifierCollection",
"BDD_ConfigureADDS","NewDomain","Forest","String","Property","Microsoft.Management.Infrastructure.Internal.Data.CimPropertyQualifierCollection",
"BDD_ConfigureADDS","NewDomainDNSName","","String","Property","Microsoft.Management.Infrastructure.Internal.Data.CimPropertyQualifierCollection",
"BDD_ConfigureADDS","ParentDomainDNSName","","String","Property","Microsoft.Management.Infrastructure.Internal.Data.CimPropertyQualifierCollection",
"BDD_ConfigureADDS","ReplicaDomainDNSName","","String","Property","Microsoft.Management.Infrastructure.Internal.Data.CimPropertyQualifierCollection",
"BDD_ConfigureADDS","ReplicaOrNewDomain","Domain","String","Property","Microsoft.Management.Infrastructure.Internal.Data.CimPropertyQualifierCollection",
"BDD_ConfigureADDS","ReplicationSourceDC","","String","Property","Microsoft.Management.Infrastructure.Internal.Data.CimPropertyQualifierCollection",
"BDD_ConfigureADDS","SafeModeAdminPassword","","String","Property","Microsoft.Management.Infrastructure.Internal.Data.CimPropertyQualifierCollection",
"BDD_ConfigureADDS","SiteName","","String","Property","Microsoft.Management.Infrastructure.Internal.Data.CimPropertyQualifierCollection",
"BDD_ConfigureADDS","SysVolPath","%systemroot%\SYSVOL","String","Property","Microsoft.Management.Infrastructure.Internal.Data.CimPropertyQualifierCollection",
"BDD_UsePackage","Condition",,"Instance","Property, NullValue","Microsoft.Management.Infrastructure.Internal.Data.CimPropertyQualifierCollection","SMS_TaskSequence_Condition"
"BDD_UsePackage","ContinueOnError",,"Boolean","Property, NullValue","Microsoft.Management.Infrastructure.Internal.Data.CimPropertyQualifierCollection",
"BDD_UsePackage","Description",,"String","Property, NullValue","Microsoft.Management.Infrastructure.Internal.Data.CimPropertyQualifierCollection",
"BDD_UsePackage","Enabled",,"Boolean","Property, NullValue","Microsoft.Management.Infrastructure.Internal.Data.CimPropertyQualifierCollection",
"BDD_UsePackage","Name",,"String","Property, NullValue","Microsoft.Management.Infrastructure.Internal.Data.CimPropertyQualifierCollection",
"BDD_UsePackage","SupportedEnvironment","WinPEandFullOS","String","Property","Microsoft.Management.Infrastructure.Internal.Data.CimPropertyQualifierCollection",
"BDD_UsePackage","Timeout",,"UInt32","Property, NullValue","Microsoft.Management.Infrastructure.Internal.Data.CimPropertyQualifierCollection",
"BDD_UsePackage","PackageID",,"String","Property, NullValue","Microsoft.Management.Infrastructure.Internal.Data.CimPropertyQualifierCollection",
"BDD_DHCPScopes","Description",,"String","Property, NullValue","Microsoft.Management.Infrastructure.Internal.Data.CimPropertyQualifierCollection",
"BDD_DHCPScopes","EndIP",,"String","Property, NullValue","Microsoft.Management.Infrastructure.Internal.Data.CimPropertyQualifierCollection",
"BDD_DHCPScopes","ExcludeEndIP",,"String","Property, NullValue","Microsoft.Management.Infrastructure.Internal.Data.CimPropertyQualifierCollection",
"BDD_DHCPScopes","ExcludeStartIP",,"String","Property, NullValue","Microsoft.Management.Infrastructure.Internal.Data.CimPropertyQualifierCollection",
"BDD_DHCPScopes","IP",,"String","Property, NullValue","Microsoft.Management.Infrastructure.Internal.Data.CimPropertyQualifierCollection",
"BDD_DHCPScopes","Name",,"String","Property, NullValue","Microsoft.Management.Infrastructure.Internal.Data.CimPropertyQualifierCollection",
"BDD_DHCPScopes","OptionDNSDomainName",,"String","Property, NullValue","Microsoft.Management.Infrastructure.Internal.Data.CimPropertyQualifierCollection",
"BDD_DHCPScopes","OptionDNSServer",,"String","Property, NullValue","Microsoft.Management.Infrastructure.Internal.Data.CimPropertyQualifierCollection",
"BDD_DHCPScopes","OptionLease",,"String","Property, NullValue","Microsoft.Management.Infrastructure.Internal.Data.CimPropertyQualifierCollection",
"BDD_DHCPScopes","OptionNBTNodeType",,"String","Property, NullValue","Microsoft.Management.Infrastructure.Internal.Data.CimPropertyQualifierCollection",
"BDD_DHCPScopes","OptionPXEClient",,"String","Property, NullValue","Microsoft.Management.Infrastructure.Internal.Data.CimPropertyQualifierCollection",
"BDD_DHCPScopes","OptionRouter",,"String","Property, NullValue","Microsoft.Management.Infrastructure.Internal.Data.CimPropertyQualifierCollection",
"BDD_DHCPScopes","OptionWINSServer",,"String","Property, NullValue","Microsoft.Management.Infrastructure.Internal.Data.CimPropertyQualifierCollection",
"BDD_DHCPScopes","StartIP",,"String","Property, NullValue","Microsoft.Management.Infrastructure.Internal.Data.CimPropertyQualifierCollection",
"BDD_DHCPScopes","SubnetMask",,"String","Property, NullValue","Microsoft.Management.Infrastructure.Internal.Data.CimPropertyQualifierCollection",
"BDD_RunbookParameters","ParameterID",,"String","Property, NullValue","Microsoft.Management.Infrastructure.Internal.Data.CimPropertyQualifierCollection",
"BDD_RunbookParameters","ParameterName",,"String","Property, NullValue","Microsoft.Management.Infrastructure.Internal.Data.CimPropertyQualifierCollection",
"BDD_RunbookParameters","ParameterValue",,"String","Property, NullValue","Microsoft.Management.Infrastructure.Internal.Data.CimPropertyQualifierCollection",
"BDD_DNSZones","DirectoryPartition",,"String","Property, NullValue","Microsoft.Management.Infrastructure.Internal.Data.CimPropertyQualifierCollection",
"BDD_DNSZones","FileName",,"String","Property, NullValue","Microsoft.Management.Infrastructure.Internal.Data.CimPropertyQualifierCollection",
"BDD_DNSZones","MasterIP",,"String","Property, NullValue","Microsoft.Management.Infrastructure.Internal.Data.CimPropertyQualifierCollection",
"BDD_DNSZones","Name",,"String","Property, NullValue","Microsoft.Management.Infrastructure.Internal.Data.CimPropertyQualifierCollection",
"BDD_DNSZones","Scavenge",,"Boolean","Property, NullValue","Microsoft.Management.Infrastructure.Internal.Data.CimPropertyQualifierCollection",
"BDD_DNSZones","Type",,"String","Property, NullValue","Microsoft.Management.Infrastructure.Internal.Data.CimPropertyQualifierCollection",
"BDD_DNSZones","Update",,"SInt32","Property, NullValue","Microsoft.Management.Infrastructure.Internal.Data.CimPropertyQualifierCollection",
